,Sex,Race/Ethnicity,Age Group,Year,Injuries,Population,Female,Male,Black,Hispanic,Other Non-Hispanic,White Non-Hispanice,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
1438,Female,Hispanic,20-24,2011,0,1969223,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,Female,Other Non-Hispanic,20-24,2011,0,747855,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,Male,White Non-Hispanice,20-24,2012,18759,6613302,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,Male,Black,20-24,2012,1813,1872112,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,Male,Hispanic,20-24,2012,0,2264951,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Male,Other Non-Hispanic,20-24,2012,0,793265,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,Female,White Non-Hispanice,20-24,2012,25807,6374383,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Female,Black,20-24,2012,4024,1864541,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Female,Hispanic,20-24,2012,0,2034342,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,Female,Other Non-Hispanic,20-24,2012,0,770790,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,Male,White Non-Hispanice,20-24,2013,16726,6634464,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,Male,Black,20-24,2013,0,1936936,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,Male,Hispanic,20-24,2013,3416,2299099,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,Male,Other Non-Hispanic,20-24,2013,0,811498,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,Female,White Non-Hispanice,20-24,2013,20596,6352751,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,Female,Black,20-24,2013,3814,1905619,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,Female,Hispanic,20-24,2013,0,2089906,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,Female,Other Non-Hispanic,20-24,2013,0,784432,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,Female,,20-24,2013,6844,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,Male,White Non-Hispanice,20-24,2014,13882,6605428,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,Male,Black,20-24,2014,2801,1966564,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,Male,Hispanic,20-24,2014,1981,2332320,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,Male,Other Non-Hispanic,20-24,2014,0,823616,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,Female,White Non-Hispanice,20-24,2014,18572,6295585,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,Female,Black,20-24,2014,4861,1917827,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,Female,Hispanic,20-24,2014,0,2142397,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,Female,Other Non-Hispanic,20-24,2014,0,793349,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,Male,White Non-Hispanice,20-24,2015,15808,6512864,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,Male,Black,20-24,2015,0,1953113,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Male,Hispanic,20-24,2015,0,2343821,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Male,Other Non-Hispanic,20-24,2015,0,828747,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Female,White Non-Hispanice,20-24,2015,20122,6174040,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,Female,Black,20-24,2015,5504,1891321,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,Female,Hispanic,20-24,2015,0,2170861,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,Female,Other Non-Hispanic,20-24,2015,0,797665,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Male,White Non-Hispanice,20-24,2016,15217,6393542,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,Male,Black,20-24,2016,2857,1912258,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,Male,Hispanic,20-24,2016,0,2346504,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,Male,Other Non-Hispanic,20-24,2016,0,830984,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,Female,White Non-Hispanice,20-24,2016,20803,6039286,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,Female,Black,20-24,2016,4678,1845506,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,Female,Hispanic,20-24,2016,0,2188095,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,Female,Other Non-Hispanic,20-24,2016,0,802373,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,Male,White Non-Hispanice,20-24,2017,15735,6275416,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,Male,Black,20-24,2017,0,1869376,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,Male,Hispanic,20-24,2017,1536,2341195,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,Male,Other Non-Hispanic,20-24,2017,0,832637,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,Female,White Non-Hispanice,20-24,2017,22939,5935578,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Female,Black,20-24,2017,0,1805824,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,Female,Hispanic,20-24,2017,1854,2197074,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,Female,Other Non-Hispanic,20-24,2017,1213,808564,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,Male,White Non-Hispanice,20-24,2018,14466,6183480,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,Male,Black,20-24,2018,4281,1833317,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,Male,Hispanic,20-24,2018,0,2348454,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,Male,Other Non-Hispanic,20-24,2018,0,836296,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,Male,,20-24,2018,6479,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,Female,White Non-Hispanice,20-24,2018,20227,5862672,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,Female,Black,20-24,2018,5921,1775998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,Female,Hispanic,20-24,2018,0,2216189,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,Female,Other Non-Hispanic,20-24,2018,0,817173,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,Female,,20-24,2018,8844,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,Male,White Non-Hispanice,25-29,2001,8519,5816994,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1575,Male,Black,25-29,2001,0,1245294,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1576,Male,Hispanic,25-29,2001,0,1821016,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1577,Male,Other Non-Hispanic,25-29,2001,0,632930,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1580,Female,White Non-Hispanice,25-29,2001,9464,5726230,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1581,Female,Black,25-29,2001,0,1380095,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1582,Female,Hispanic,25-29,2001,0,1542894,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1583,Female,Other Non-Hispanic,25-29,2001,0,653894,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1592,Male,White Non-Hispanice,25-29,2002,10182,5698533,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1593,Male,Black,25-29,2002,0,1234955,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1594,Male,Hispanic,25-29,2002,0,1867639,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1595,Male,Other Non-Hispanic,25-29,2002,0,641627,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1598,Female,White Non-Hispanice,25-29,2002,11253,5617832,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1599,Female,Black,25-29,2002,3176,1373896,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1600,Female,Hispanic,25-29,2002,0,1587518,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1601,Female,Other Non-Hispanic,25-29,2002,0,669340,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1602,Female,,25-29,2002,5582,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1610,Male,White Non-Hispanice,25-29,2003,10561,5672755,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1611,Male,Black,25-29,2003,0,1235269,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1612,Male,Hispanic,25-29,2003,0,1909665,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1613,Male,Other Non-Hispanic,25-29,2003,0,646792,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1616,Female,White Non-Hispanice,25-29,2003,12758,5616483,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1617,Female,Black,25-29,2003,3666,1380225,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1618,Female,Hispanic,25-29,2003,0,1626296,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1619,Female,Other Non-Hispanic,25-29,2003,0,684100,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1628,Male,White Non-Hispanice,25-29,2004,10337,5745178,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1629,Male,Black,25-29,2004,2604,1268919,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1630,Male,Hispanic,25-29,2004,0,1955225,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1631,Male,Other Non-Hispanic,25-29,2004,0,658653,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1634,Female,White Non-Hispanice,25-29,2004,13237,5693279,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1635,Female,Black,25-29,2004,2222,1415617,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1636,Female,Hispanic,25-29,2004,0,1666558,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1637,Female,Other Non-Hispanic,25-29,2004,0,703626,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1646,Male,White Non-Hispanice,25-29,2005,11352,5832691,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1647,Male,Black,25-29,2005,1410,1310611,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1648,Male,Hispanic,25-29,2005,0,2005583,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1649,Male,Other Non-Hispanic,25-29,2005,0,673281,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1652,Female,White Non-Hispanice,25-29,2005,10784,5809404,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1653,Female,Black,25-29,2005,2284,1459653,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1654,Female,Hispanic,25-29,2005,0,1716695,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,Female,Other Non-Hispanic,25-29,2005,0,726792,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1664,Male,White Non-Hispanice,25-29,2006,8713,5988235,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1665,Male,Black,25-29,2006,1528,1358655,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1666,Male,Hispanic,25-29,2006,0,2054162,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1667,Male,Other Non-Hispanic,25-29,2006,0,694537,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1670,Female,White Non-Hispanice,25-29,2006,13825,5981543,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,Female,Black,25-29,2006,2037,1508823,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1672,Female,Hispanic,25-29,2006,0,1769144,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1673,Female,Other Non-Hispanic,25-29,2006,0,754912,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1684,Male,White Non-Hispanice,25-29,2007,10997,6101797,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1685,Male,Black,25-29,2007,0,1397943,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1686,Male,Hispanic,25-29,2007,2554,2100790,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1687,Male,Other Non-Hispanic,25-29,2007,0,712909,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1690,Female,White Non-Hispanice,25-29,2007,13117,6091079,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1691,Female,Black,25-29,2007,0,1542044,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1692,Female,Hispanic,25-29,2007,0,1819011,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1693,Female,Other Non-Hispanic,25-29,2007,0,777125,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1694,Female,,25-29,2007,8397,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1702,Male,White Non-Hispanice,25-29,2008,12518,6209621,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1703,Male,Black,25-29,2008,0,1433561,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1704,Male,Hispanic,25-29,2008,0,2137148,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1705,Male,Other Non-Hispanic,25-29,2008,0,728806,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1708,Female,White Non-Hispanice,25-29,2008,13748,6167902,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1709,Female,Black,25-29,2008,2517,1566372,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1710,Female,Hispanic,25-29,2008,0,1865026,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1711,Female,Other Non-Hispanic,25-29,2008,0,794232,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1712,Female,,25-29,2008,6419,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1720,Male,White Non-Hispanice,25-29,2009,13883,6264167,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1721,Male,Black,25-29,2009,1938,1452008,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1722,Male,Hispanic,25-29,2009,0,2158666,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1723,Male,Other Non-Hispanic,25-29,2009,0,736516,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1726,Female,White Non-Hispanice,25-29,2009,14441,6189856,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1727,Female,Black,25-29,2009,2912,1574460,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1728,Female,Hispanic,25-29,2009,0,1900275,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1729,Female,Other Non-Hispanic,25-29,2009,0,802280,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1738,Male,White Non-Hispanice,25-29,2010,16148,6279356,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1739,Male,Black,25-29,2010,2335,1455392,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1740,Male,Hispanic,25-29,2010,0,2163544,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1741,Male,Other Non-Hispanic,25-29,2010,0,738223,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1744,Female,White Non-Hispanice,25-29,2010,18743,6174177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1745,Female,Black,25-29,2010,2876,1572077,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1746,Female,Hispanic,25-29,2010,0,1916922,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1747,Female,Other Non-Hispanic,25-29,2010,0,803416,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1756,Male,White Non-Hispanice,25-29,2011,16776,6311499,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1757,Male,Black,25-29,2011,2730,1487207,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,Male,Hispanic,25-29,2011,0,2177271,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1759,Male,Other Non-Hispanic,25-29,2011,0,769461,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1762,Female,White Non-Hispanice,25-29,2011,17762,6195338,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1763,Female,Black,25-29,2011,3568,1588133,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1764,Female,Hispanic,25-29,2011,0,1928305,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1765,Female,Other Non-Hispanic,25-29,2011,0,824824,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1776,Male,White Non-Hispanice,25-29,2012,15634,6328519,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1777,Male,Black,25-29,2012,1668,1520958,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1778,Male,Hispanic,25-29,2012,0,2182027,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1779,Male,Other Non-Hispanic,25-29,2012,0,791470,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1780,Male,,25-29,2012,4476,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1782,Female,White Non-Hispanice,25-29,2012,17195,6187976,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1783,Female,Black,25-29,2012,2758,1606361,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1784,Female,Hispanic,25-29,2012,0,1930955,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1785,Female,Other Non-Hispanic,25-29,2012,0,838915,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1786,Female,,25-29,2012,3294,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1794,Male,White Non-Hispanice,25-29,2013,14514,6355744,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1795,Male,Black,25-29,2013,2096,1567794,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1796,Male,Hispanic,25-29,2013,0,2194427,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1797,Male,Other Non-Hispanic,25-29,2013,0,818019,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1800,Female,White Non-Hispanice,25-29,2013,16284,6198600,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1801,Female,Black,25-29,2013,0,1637964,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1802,Female,Hispanic,25-29,2013,0,1942325,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1803,Female,Other Non-Hispanic,25-29,2013,0,858021,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1812,Male,White Non-Hispanice,25-29,2014,10407,6432020,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1813,Male,Black,25-29,2014,0,1641772,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1814,Male,Hispanic,25-29,2014,0,2219137,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1815,Male,Other Non-Hispanic,25-29,2014,0,855025,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1818,Female,White Non-Hispanice,25-29,2014,16551,6253180,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1819,Female,Black,25-29,2014,0,1697553,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1820,Female,Hispanic,25-29,2014,0,1967226,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1821,Female,Other Non-Hispanic,25-29,2014,0,889580,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1830,Male,White Non-Hispanice,25-29,2015,16770,6511012,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1831,Male,Black,25-29,2015,0,1729004,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1832,Male,Hispanic,25-29,2015,0,2257798,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1833,Male,Other Non-Hispanic,25-29,2015,0,896473,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1836,Female,White Non-Hispanice,25-29,2015,15062,6315817,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1837,Female,Black,25-29,2015,2706,1769491,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1838,Female,Hispanic,25-29,2015,0,2011319,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1839,Female,Other Non-Hispanic,25-29,2015,0,923948,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
