,Sex,Race/Ethnicity,Age Group,Year,Injuries,Population,Female,Male,Black,Hispanic,Other Non-Hispanic,White Non-Hispanice,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
2640,Female,Hispanic,40-44,2005,0,1390098,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2641,Female,Other Non-Hispanic,40-44,2005,0,668423,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2650,Male,White Non-Hispanice,40-44,2006,8108,7535096,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2651,Male,Black,40-44,2006,0,1387611,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2652,Male,Hispanic,40-44,2006,0,1518046,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2653,Male,Other Non-Hispanic,40-44,2006,0,623652,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2656,Female,White Non-Hispanice,40-44,2006,13182,7551583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2657,Female,Black,40-44,2006,0,1563778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2658,Female,Hispanic,40-44,2006,0,1439761,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2659,Female,Other Non-Hispanic,40-44,2006,0,683041,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2660,Female,,40-44,2006,7320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2668,Male,White Non-Hispanice,40-44,2007,10194,7271303,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2669,Male,Black,40-44,2007,0,1371378,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2670,Male,Hispanic,40-44,2007,0,1559077,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2671,Male,Other Non-Hispanic,40-44,2007,0,631418,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2674,Female,White Non-Hispanice,40-44,2007,12957,7278629,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2675,Female,Black,40-44,2007,0,1543918,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2676,Female,Hispanic,40-44,2007,0,1481171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2677,Female,Other Non-Hispanic,40-44,2007,0,695445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2678,Female,,40-44,2007,8332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2686,Male,White Non-Hispanice,40-44,2008,8866,7014018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2687,Male,Black,40-44,2008,0,1355115,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2688,Male,Hispanic,40-44,2008,0,1608400,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2689,Male,Other Non-Hispanic,40-44,2008,0,639566,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2690,Male,,40-44,2008,4112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2692,Female,White Non-Hispanice,40-44,2008,11877,7003322,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2693,Female,Black,40-44,2008,2599,1521526,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2694,Female,Hispanic,40-44,2008,0,1524266,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2695,Female,Other Non-Hispanic,40-44,2008,0,708810,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2704,Male,White Non-Hispanice,40-44,2009,11072,6796712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2705,Male,Black,40-44,2009,0,1333435,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2706,Male,Hispanic,40-44,2009,0,1648385,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2707,Male,Other Non-Hispanic,40-44,2009,0,652042,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2710,Female,White Non-Hispanice,40-44,2009,11581,6772049,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2711,Female,Black,40-44,2009,0,1492077,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2712,Female,Hispanic,40-44,2009,0,1560257,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2713,Female,Other Non-Hispanic,40-44,2009,0,725058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2722,Male,White Non-Hispanice,40-44,2010,14344,6705880,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2723,Male,Black,40-44,2010,0,1331398,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2724,Male,Hispanic,40-44,2010,0,1690107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2725,Male,Other Non-Hispanic,40-44,2010,0,667174,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2728,Female,White Non-Hispanice,40-44,2010,16298,6669944,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2729,Female,Black,40-44,2010,0,1485346,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2730,Female,Hispanic,40-44,2010,0,1598038,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2731,Female,Other Non-Hispanic,40-44,2010,0,743947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2740,Male,White Non-Hispanice,40-44,2011,12713,6681200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2741,Male,Black,40-44,2011,1955,1335274,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2742,Male,Hispanic,40-44,2011,0,1744440,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2743,Male,Other Non-Hispanic,40-44,2011,0,698387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2746,Female,White Non-Hispanice,40-44,2011,16206,6638298,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2747,Female,Black,40-44,2011,2152,1496722,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2748,Female,Hispanic,40-44,2011,0,1661960,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2749,Female,Other Non-Hispanic,40-44,2011,0,782132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2758,Male,White Non-Hispanice,40-44,2012,12390,6591674,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2759,Male,Black,40-44,2012,1265,1342012,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2760,Male,Hispanic,40-44,2012,0,1789254,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2761,Male,Other Non-Hispanic,40-44,2012,0,728617,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2762,Male,,40-44,2012,2801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2764,Female,White Non-Hispanice,40-44,2012,14575,6539749,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2765,Female,Black,40-44,2012,1697,1505384,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2766,Female,Hispanic,40-44,2012,0,1712959,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2767,Female,Other Non-Hispanic,40-44,2012,0,817682,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2776,Male,White Non-Hispanice,40-44,2013,10583,6440267,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2777,Male,Black,40-44,2013,0,1337600,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2778,Male,Hispanic,40-44,2013,0,1823918,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2779,Male,Other Non-Hispanic,40-44,2013,0,750615,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2782,Female,White Non-Hispanice,40-44,2013,15725,6393084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2783,Female,Black,40-44,2013,0,1505538,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2784,Female,Hispanic,40-44,2013,0,1756635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2785,Female,Other Non-Hispanic,40-44,2013,0,842604,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2794,Male,White Non-Hispanice,40-44,2014,10613,6240283,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2795,Male,Black,40-44,2014,0,1328243,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2796,Male,Hispanic,40-44,2014,0,1858681,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2797,Male,Other Non-Hispanic,40-44,2014,0,766325,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2800,Female,White Non-Hispanice,40-44,2014,13766,6191788,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2801,Female,Black,40-44,2014,2085,1499345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2802,Female,Hispanic,40-44,2014,0,1796175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2803,Female,Other Non-Hispanic,40-44,2014,0,860808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2812,Male,White Non-Hispanice,40-44,2015,10796,6017988,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2813,Male,Black,40-44,2015,0,1310464,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2814,Male,Hispanic,40-44,2015,0,1890459,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2815,Male,Other Non-Hispanic,40-44,2015,0,778497,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2818,Female,White Non-Hispanice,40-44,2015,9729,5967112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2819,Female,Black,40-44,2015,0,1481035,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2820,Female,Hispanic,40-44,2015,0,1827719,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2821,Female,Other Non-Hispanic,40-44,2015,0,873815,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2830,Male,White Non-Hispanice,40-44,2016,8610,5779360,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2831,Male,Black,40-44,2016,0,1289333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2832,Male,Hispanic,40-44,2016,0,1920929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2833,Male,Other Non-Hispanic,40-44,2016,0,786703,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2836,Female,White Non-Hispanice,40-44,2016,9507,5728298,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2837,Female,Black,40-44,2016,0,1453962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2838,Female,Hispanic,40-44,2016,0,1851967,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2839,Female,Other Non-Hispanic,40-44,2016,0,883593,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2848,Male,White Non-Hispanice,40-44,2017,8993,5690445,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2849,Male,Black,40-44,2017,0,1288130,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2850,Male,Hispanic,40-44,2017,0,1955562,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2851,Male,Other Non-Hispanic,40-44,2017,0,791938,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2854,Female,White Non-Hispanice,40-44,2017,10366,5640060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2855,Female,Black,40-44,2017,0,1452713,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2856,Female,Hispanic,40-44,2017,0,1879098,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2857,Female,Other Non-Hispanic,40-44,2017,0,892806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2858,Female,,40-44,2017,4168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2866,Male,White Non-Hispanice,40-44,2018,8253,5701206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2867,Male,Black,40-44,2018,0,1301727,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2868,Male,Hispanic,40-44,2018,0,1996064,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2869,Male,Other Non-Hispanic,40-44,2018,0,798413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2872,Female,White Non-Hispanice,40-44,2018,9262,5645389,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2873,Female,Black,40-44,2018,0,1464041,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2874,Female,Hispanic,40-44,2018,0,1905134,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2875,Female,Other Non-Hispanic,40-44,2018,0,902327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2876,Female,,40-44,2018,2730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2884,Male,White Non-Hispanice,45-49,2001,5561,7652379,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2885,Male,Black,45-49,2001,0,1143624,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2886,Male,Hispanic,45-49,2001,0,918513,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2887,Male,Other Non-Hispanic,45-49,2001,0,478518,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2890,Female,White Non-Hispanice,45-49,2001,6586,7733075,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2891,Female,Black,45-49,2001,0,1314452,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2892,Female,Hispanic,45-49,2001,0,913621,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2893,Female,Other Non-Hispanic,45-49,2001,0,544801,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2902,Male,White Non-Hispanice,45-49,2002,7159,7791685,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2903,Male,Black,45-49,2002,0,1194678,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2904,Male,Hispanic,45-49,2002,0,980259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2905,Male,Other Non-Hispanic,45-49,2002,0,499875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2908,Female,White Non-Hispanice,45-49,2002,8601,7879024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2909,Female,Black,45-49,2002,0,1366497,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2910,Female,Hispanic,45-49,2002,0,972064,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2911,Female,Other Non-Hispanic,45-49,2002,0,568206,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2922,Male,White Non-Hispanice,45-49,2003,11723,7904379,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2923,Male,Black,45-49,2003,0,1239969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2924,Male,Hispanic,45-49,2003,0,1039761,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2925,Male,Other Non-Hispanic,45-49,2003,0,521302,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2928,Female,White Non-Hispanice,45-49,2003,11624,7989220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2929,Female,Black,45-49,2003,0,1412383,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2930,Female,Hispanic,45-49,2003,0,1026033,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2931,Female,Other Non-Hispanic,45-49,2003,0,589629,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2940,Male,White Non-Hispanice,45-49,2004,7790,7964907,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2941,Male,Black,45-49,2004,2688,1277621,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2942,Male,Hispanic,45-49,2004,0,1099561,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2943,Male,Other Non-Hispanic,45-49,2004,0,538667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2946,Female,White Non-Hispanice,45-49,2004,11833,8044996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2947,Female,Black,45-49,2004,0,1450410,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2948,Female,Hispanic,45-49,2004,0,1081294,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2949,Female,Other Non-Hispanic,45-49,2004,0,607806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2958,Male,White Non-Hispanice,45-49,2005,6547,8015515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2959,Male,Black,45-49,2005,0,1317015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2960,Male,Hispanic,45-49,2005,0,1169235,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2961,Male,Other Non-Hispanic,45-49,2005,0,558318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2964,Female,White Non-Hispanice,45-49,2005,9630,8092109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2965,Female,Black,45-49,2005,0,1491287,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2966,Female,Hispanic,45-49,2005,0,1145125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2967,Female,Other Non-Hispanic,45-49,2005,0,628567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2976,Male,White Non-Hispanice,45-49,2006,8076,8059015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2977,Male,Black,45-49,2006,0,1345420,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2978,Male,Hispanic,45-49,2006,0,1232002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2979,Male,Other Non-Hispanic,45-49,2006,0,573394,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2982,Female,White Non-Hispanice,45-49,2006,10559,8136683,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2983,Female,Black,45-49,2006,0,1520017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2984,Female,Hispanic,45-49,2006,0,1204295,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2985,Female,Other Non-Hispanic,45-49,2006,0,644460,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2994,Male,White Non-Hispanice,45-49,2007,7144,8011089,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2995,Male,Black,45-49,2007,0,1362438,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2996,Male,Hispanic,45-49,2007,0,1294959,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2997,Male,Other Non-Hispanic,45-49,2007,0,589062,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2998,Male,,45-49,2007,5375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3000,Female,White Non-Hispanice,45-49,2007,11469,8084577,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3001,Female,Black,45-49,2007,0,1535320,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3002,Female,Hispanic,45-49,2007,0,1262562,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3003,Female,Other Non-Hispanic,45-49,2007,0,659754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3014,Male,White Non-Hispanice,45-49,2008,8431,7923559,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3015,Male,Black,45-49,2008,0,1377024,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3016,Male,Hispanic,45-49,2008,0,1356029,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3017,Male,Other Non-Hispanic,45-49,2008,0,607378,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3020,Female,White Non-Hispanice,45-49,2008,13717,8001922,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3021,Female,Black,45-49,2008,0,1551511,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3022,Female,Hispanic,45-49,2008,0,1323500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3023,Female,Other Non-Hispanic,45-49,2008,0,680050,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3032,Male,White Non-Hispanice,45-49,2009,10432,7843887,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3033,Male,Black,45-49,2009,0,1392439,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3034,Male,Hispanic,45-49,2009,0,1421582,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3035,Male,Other Non-Hispanic,45-49,2009,0,627763,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3038,Female,White Non-Hispanice,45-49,2009,12586,7920775,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3039,Female,Black,45-49,2009,0,1566586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040,Female,Hispanic,45-49,2009,0,1386761,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3041,Female,Other Non-Hispanic,45-49,2009,0,702452,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3050,Male,White Non-Hispanice,45-49,2010,12483,7718116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
